"loss"
135564713.454232
53095369.229945
142747651.401455
29970906.4180648
35263233.8709166
244648967.149068
402987991.073029
76327203.9525806
118445826.595384
25016507.6599575
51215884.0374042
6505005.93849667
60343976.14401
23918935.9179754
452264573.874188
53382910.6488698
32043348.2129127
32715403.8671027
33717879.1960644
39759414.9604897
56496279.1247941
293106921.376709
528905952.574352
71460323.1642074
221055796.387399
9360612.54263774
94754997.655458
55218720.083778
109822857.863255
149132894.875652
155728614.002323
7962500.1689974
33960538.2788184
38692253.3586788
9175440.32355973
50624167.3744226
16347476.6080171
42163717.6270526
69166383.856115
19033311.8100405
10850309.527518
157426647.901399
14838775.646015
41576358.0768769
254671313.166743
42248418.0141712
22439858.0034059
43270637.1270784
79151449.0064777
39612974.3611341
46733606.6218986
39650925.8735768
27263820.3913636
144783274.548738
210948780.083826
59752197.2025023
50528179.8135082
145438783.034034
71043699.4146058
91428167.800222
9477481.92292014
91719898.3896405
60806538.73148
196089671.29095
158313239.904649
20031713.3129821
140632129.964448
288013009.775255
22896327.3247797
97465617.8654566
71454108.0645688
36042428.9473762
48449568.0274163
59737931.2100008
198880156.167245
45111283.934219
160790562.44867
121136786.256869
38285523.4267696
87718552.7968889
220599224.198202
93517385.9290713
68866542.6539133
100160265.978937
6466637.35795152
155511590.551412
70852348.8683325
161330214.890675
96843258.1248241
43311027.7657486
119895028.008374
46300393.1088043
69662593.2750803
34390125.0130555
36211933.5621086
110824989.92747
298778990.255114
55146915.717445
9795352.11099501
33476406.6780621
